Date,Open_Price,Close_Price,High_Price,Low_Price,Volume
16-Jan-20,7642.8,7609.81,7653.58,7595.31,549546368
17-Jan-20,7609.81,7674.56,7689.67,7609.81,609805568
20-Jan-20,7674.56,7651.44,7682.77,7639.62,340715872
21-Jan-20,7651.44,7610.7,7651.44,7550.47,577085696
22-Jan-20,7610.7,7571.92,7637.35,7563.52,564406784
23-Jan-20,7571.92,7507.67,7572.13,7503.17,568152576
24-Jan-20,7507.67,7585.98,7642.21,7507.59,593412928
27-Jan-20,7585.98,7412.05,7585.98,7392.83,613764736
28-Jan-20,7412.05,7480.69,7491.44,7410.37,503797088
29-Jan-20,7480.69,7483.57,7514.73,7462.21,511440544
30-Jan-20,7483.57,7381.96,7483.57,7357.62,672044352
31-Jan-20,7381.96,7286.01,7398.34,7275.03,680623424
3-Feb-20,7286.01,7326.31,7359.98,7285.16,625059776
4-Feb-20,7326.31,7439.82,7442.08,7326.31,647326656
5-Feb-20,7439.82,7482.48,7512.41,7408.45,782508352
6-Feb-20,7482.48,7504.79,7533.57,7482.48,649856512
7-Feb-20,7504.79,7466.7,7506.26,7441.14,652801600
10-Feb-20,7466.7,7446.88,7466.7,7427.85,563649664
11-Feb-20,7446.88,7499.44,7529.54,7446.88,678217280
12-Feb-20,7499.44,7534.37,7547.65,7499.01,550373824
13-Feb-20,7534.37,7452.03,7534.37,7406.94,765546624
14-Feb-20,7452.03,7409.13,7472.85,7403.69,613055552
17-Feb-20,7409.13,7433.25,7449.95,7409.13,391946880
18-Feb-20,7433.25,7382.01,7433.25,7353.41,690549376
19-Feb-20,7382.01,7457.02,7462.01,7382.01,559936256
20-Feb-20,7457.02,7436.64,7480.49,7436.64,733958528
21-Feb-20,7436.64,7403.92,7436.7,7370.63,769009792
24-Feb-20,7403.92,7156.83,7403.92,7114.45,1061550784
25-Feb-20,7156.83,7017.88,7198.23,7004.94,914785088
26-Feb-20,7017.88,7042.47,7044.66,6871.85,968162944
27-Feb-20,7042.47,6796.4,7042.47,6729.99,1212910976
28-Feb-20,6796.4,6580.61,6796.4,6460.08,1967786368
2-Mar-20,6580.61,6654.89,6775.18,6496.01,1725714432
3-Mar-20,6654.89,6718.2,6846.28,6654.89,1214470528
4-Mar-20,6718.2,6815.59,6856.27,6700.23,1082839680
5-Mar-20,6815.59,6705.43,6834.12,6662.61,1120076928
6-Mar-20,6705.43,6462.55,6705.43,6431.44,1249399040
9-Mar-20,6462.55,5965.77,6462.55,5891.56,2057264000
10-Mar-20,5965.77,5960.23,6231.06,5927.85,1673530112
11-Mar-20,5960.23,5876.52,6088.5,5860.75,1477612544
12-Mar-20,5876.52,5237.48,5876.52,5237.48,2197411840
13-Mar-20,5237.48,5366.11,5696.48,5237.48,1905324160
16-Mar-20,5366.11,5151.08,5366.11,4898.79,2058321024
17-Mar-20,5151.08,5294.9,5308.95,4978.84,1842474752
18-Mar-20,5294.9,5080.58,5294.9,5006.2,1791793152
19-Mar-20,5080.58,5151.61,5181.04,4942.37,1870725120
20-Mar-20,5151.61,5190.78,5419.3,5151.61,2446991616
23-Mar-20,5190.78,4993.89,5194.83,4922.76,1580528256
24-Mar-20,4993.89,5446.01,5446.01,4993.89,1559803776
25-Mar-20,5446.01,5688.2,5741.42,5400.47,1733536512
26-Mar-20,5688.2,5815.73,5815.73,5503.35,1461121024
27-Mar-20,5815.73,5510.33,5815.73,5407.06,1417066240
30-Mar-20,5510.33,5563.74,5567.2,5351.84,1113599872
31-Mar-20,5563.74,5671.96,5702.66,5545.85,1594088960
1-Apr-20,5671.96,5454.57,5671.96,5414.72,1651918592
2-Apr-20,5454.57,5480.22,5552.36,5395.07,1498528384
3-Apr-20,5480.22,5415.5,5486.29,5396.66,1163112448
6-Apr-20,5415.5,5582.39,5590.58,5415.5,1161407232
7-Apr-20,5582.39,5704.45,5780.21,5582.39,1548487424
8-Apr-20,5704.45,5677.73,5704.45,5589.73,1071282304
9-Apr-20,5677.73,5842.66,5842.66,5677.68,1251951104
14-Apr-20,5842.66,5791.31,5894.71,5778.98,1043769984
15-Apr-20,5791.31,5597.65,5791.71,5576.35,1199273728
16-Apr-20,5597.65,5628.43,5657.63,5577.78,1046951232
17-Apr-20,5628.43,5786.96,5839.33,5628.43,1189974400
20-Apr-20,5786.96,5812.83,5823.93,5707.73,817649216
21-Apr-20,5812.83,5641.03,5812.83,5641.03,881173760
22-Apr-20,5641.03,5770.63,5777.06,5641.03,813598080
23-Apr-20,5770.63,5826.61,5843.61,5735.93,825518208
24-Apr-20,5826.61,5752.23,5827.24,5728.8,793929728
27-Apr-20,5752.23,5846.79,5855.61,5752.23,750351936
28-Apr-20,5846.79,5958.5,5977.76,5835.92,1183685248
29-Apr-20,5958.5,6115.25,6129.6,5950.83,1261201536
30-Apr-20,6115.25,5901.21,6151.58,5897.91,1857087232
1-May-20,5901.21,5763.06,5901.21,5746.06,778055232
4-May-20,5763.06,5753.78,5792.85,5702.03,984594688
5-May-20,5753.78,5849.42,5869.45,5753.78,953452672
6-May-20,5849.42,5853.76,5897.44,5839.57,843421440
7-May-20,5853.76,5935.98,5941.86,5853.6,929965056
11-May-20,5935.98,5939.73,5999.13,5898.32,958813888
12-May-20,5939.73,5994.77,6012.98,5911.37,925145664
13-May-20,5994.77,5904.05,5994.77,5893.35,983610496
14-May-20,5904.05,5741.54,5904.05,5661.14,1141461120
15-May-20,5741.54,5799.77,5837.88,5741.54,909899840
18-May-20,5799.77,6048.59,6058.17,5799.61,899165952
19-May-20,6048.59,6002.23,6111.96,5965.1,986795712
20-May-20,6002.23,6067.16,6074.46,5961.56,910308608
21-May-20,6067.16,6015.25,6093.74,6004.1,942274752
22-May-20,6015.25,5993.28,6015.25,5888.58,979113920
26-May-20,5993.28,6067.76,6130.12,5993.28,1169590656
27-May-20,6067.76,6144.25,6167.96,6067.76,1477341696
28-May-20,6144.25,6218.79,6234.04,6144.25,1194641280
29-May-20,6218.79,6076.6,6218.79,6060.16,2213403648
1-Jun-20,6076.6,6166.42,6179.34,6076.6,733421120
2-Jun-20,6166.42,6220.14,6238.25,6165.05,1167966336
3-Jun-20,6220.14,6382.41,6394.7,6220.14,1193777408
4-Jun-20,6382.41,6341.44,6402.57,6314.59,1031505792
5-Jun-20,6341.44,6484.3,6489.99,6341.44,1391506176
8-Jun-20,6484.3,6472.59,6511.84,6423.06,1285491712
9-Jun-20,6472.59,6335.72,6475.01,6325.07,1222015104
10-Jun-20,6335.72,6329.13,6387.35,6293.83,1040511424
11-Jun-20,6329.13,6076.7,6329.13,6076.7,1108783872
12-Jun-20,6076.7,6105.18,6184.29,5993.2,1053212928
15-Jun-20,6105.18,6064.7,6105.18,5952.44,828541888
16-Jun-20,6064.7,6242.79,6299.02,6064.7,1023935872
17-Jun-20,6242.79,6253.25,6309.74,6233.24,857823040
18-Jun-20,6253.25,6224.07,6284.96,6184.88,776721216
19-Jun-20,6224.07,6292.6,6319.81,6224.07,1668162304
22-Jun-20,6292.6,6244.62,6309.04,6225.53,712751488
23-Jun-20,6244.62,6320.12,6342.19,6244.62,669064960
24-Jun-20,6320.12,6123.69,6320.12,6123.69,699253888
25-Jun-20,6123.69,6147.14,6162.44,6029.25,748002496
26-Jun-20,6147.14,6159.3,6262.13,6147.14,678514176
29-Jun-20,6159.3,6225.77,6251.96,6122.95,715302336
30-Jun-20,6225.77,6169.74,6237.51,6146.98,820843264
1-Jul-20,6169.74,6157.96,6201.95,6084.48,671858112
2-Jul-20,6157.96,6240.36,6258.6,6157.96,781700800
3-Jul-20,6240.36,6157.3,6262.71,6137.09,492218880
6-Jul-20,6157.3,6285.94,6304.19,6157.3,683831872
7-Jul-20,6285.94,6189.9,6285.94,6179.97,587041408
8-Jul-20,6189.9,6156.16,6208.43,6144.52,617571072
9-Jul-20,6156.16,6049.62,6176.84,6040.26,654784768
10-Jul-20,6049.62,6095.41,6108.2,6003.19,676613760
13-Jul-20,6095.41,6176.19,6187.33,6095.41,559144832
14-Jul-20,6176.19,6179.75,6179.75,6093.23,711478784
15-Jul-20,6179.75,6292.65,6323.55,6179.75,741933120
16-Jul-20,6292.65,6250.69,6296.78,6227.33,516751872
17-Jul-20,6250.69,6290.3,6293.68,6230.01,683853056
20-Jul-20,6290.3,6261.52,6297.64,6222.15,461608608
21-Jul-20,6261.52,6269.73,6315.68,6253.9,730008576
22-Jul-20,6269.73,6207.1,6270.96,6197.45,738647040
23-Jul-20,6207.1,6211.44,6273.63,6202.9,529659808
24-Jul-20,6211.44,6123.82,6211.44,6099.06,670960640
27-Jul-20,6123.82,6104.88,6127.62,6086.64,626509312
28-Jul-20,6104.88,6129.26,6149.86,6083.65,593037120
29-Jul-20,6129.26,6131.46,6155.06,6116.72,688774400
30-Jul-20,6131.46,5989.99,6145.83,5924.7,1218669312
31-Jul-20,5989.99,5897.76,6046.33,5897.76,991398784
3-Aug-20,5897.76,6032.85,6038.76,5857.06,917974464
4-Aug-20,6032.85,6036,6056.47,5986.77,747633856
5-Aug-20,6036,6104.72,6111.5,6036,680737984
6-Aug-20,6104.72,6026.94,6104.72,5980.44,602954112
7-Aug-20,6026.94,6032.18,6046.02,5996.73,535097024
10-Aug-20,6032.18,6050.59,6099.48,6028.49,555797440
11-Aug-20,6050.59,6154.34,6206,6050.59,718083520
12-Aug-20,6154.34,6280.12,6297.2,6151.64,667024640
13-Aug-20,6280.12,6185.62,6280.12,6185.62,501759072
14-Aug-20,6185.62,6090.04,6185.62,6036.13,509213920
17-Aug-20,6090.04,6127.44,6140.19,6061.46,486689344
18-Aug-20,6127.44,6076.62,6162.66,6062.58,484908416
19-Aug-20,6076.62,6111.98,6114.83,6045,412412416
20-Aug-20,6111.98,6013.34,6111.98,6009.61,469769280
21-Aug-20,6013.34,6001.89,6036.51,5948.8,499403264
24-Aug-20,6001.89,6104.73,6119.8,6001.89,433611392
25-Aug-20,6104.73,6037.01,6173.48,6032.1,523788160
26-Aug-20,6037.01,6045.6,6050.81,5992.22,395620608
27-Aug-20,6045.6,5999.99,6062.52,5999.99,486191936
28-Aug-20,5999.99,5963.57,6033.04,5962.46,904215488
1-Sep-20,5963.57,5862.05,5972.52,5824.04,960511936
2-Sep-20,5862.05,5940.95,5974.7,5862.05,660227392
3-Sep-20,5940.95,5850.86,5996.24,5838.02,689875776
4-Sep-20,5850.86,5799.08,5904.16,5778.4,668762496
7-Sep-20,5799.08,5937.4,5946.93,5798.47,490308576
8-Sep-20,5937.4,5930.3,5985.26,5868.87,675833728
9-Sep-20,5930.3,6012.84,6031.25,5923.43,663122368
10-Sep-20,6012.84,6003.32,6028.76,5950.62,564219264
11-Sep-20,6003.32,6032.09,6057.69,5992.93,524384512
14-Sep-20,6032.09,6026.25,6080.02,6011.83,587020224
15-Sep-20,6026.25,6105.54,6123.69,6026.17,623365120
16-Sep-20,6105.54,6078.48,6119.24,6057.63,690607424
17-Sep-20,6078.48,6049.92,6078.48,5998.69,593428288
18-Sep-20,6049.92,6007.05,6055.24,6006.28,1583726464
21-Sep-20,6007.05,5804.29,6007.05,5779.24,975883968
22-Sep-20,5804.29,5829.46,5871.28,5794.54,758860864
23-Sep-20,5829.46,5899.26,5974.88,5829.46,737030592
24-Sep-20,5899.26,5822.78,5899.26,5805.28,692312832
25-Sep-20,5822.78,5842.67,5843.72,5771.49,729237312
28-Sep-20,5842.67,5927.93,5954.42,5842.67,842817664
29-Sep-20,5927.93,5897.5,5927.93,5862.93,614489088
30-Sep-20,5897.5,5866.1,5931.37,5854.46,809241600
1-Oct-20,5866.1,5879.45,5925.77,5849.82,667463296
2-Oct-20,5879.45,5902.12,5902.12,5809.61,691712256
5-Oct-20,5902.12,5942.94,5974.22,5902.12,632881472
6-Oct-20,5942.94,5949.94,5971.48,5903.4,777798016
7-Oct-20,5949.94,5946.25,5977.15,5929.16,711854016
8-Oct-20,5946.25,5978.03,6004.15,5929.41,735195776
9-Oct-20,5978.03,6016.65,6040.47,5978.03,664913152
12-Oct-20,6016.65,6001.38,6037.08,5995.11,572941952
13-Oct-20,6001.38,5969.71,6008.04,5949.97,747832896
14-Oct-20,5969.71,5935.06,6009.81,5926.49,564383552
15-Oct-20,5935.06,5832.52,5935.06,5786.2,649098240
16-Oct-20,5832.52,5919.58,5933.81,5832.52,630250304
19-Oct-20,5919.58,5884.65,5959.67,5871.95,458149504
20-Oct-20,5884.65,5889.22,5915.47,5861.81,567838720
21-Oct-20,5889.22,5776.5,5903.38,5769.62,599793664
22-Oct-20,5776.5,5785.65,5796.44,5716.4,637079296
23-Oct-20,5785.65,5860.28,5885.38,5781.78,838825280
26-Oct-20,5860.28,5792.01,5868.36,5782.37,669332864
27-Oct-20,5792.01,5728.99,5806.23,5728.18,749362432
28-Oct-20,5728.99,5582.8,5728.99,5525.52,1093843072
29-Oct-20,5582.8,5581.75,5616.58,5534.66,923010816
30-Oct-20,5581.75,5577.27,5593.4,5534.08,811421504
2-Nov-20,5577.27,5654.97,5665.3,5554.73,738754496
3-Nov-20,5654.97,5786.77,5787.61,5654.97,790584576
4-Nov-20,5786.77,5883.26,5885.67,5711.21,772419648
5-Nov-20,5883.26,5906.18,5933.05,5881.87,869819904
6-Nov-20,5906.18,5910.02,5950.22,5858.48,774147648
9-Nov-20,5910.02,6186.29,6258.31,5910.02,2041151360
10-Nov-20,6186.29,6296.85,6307,6180.47,1689420800
11-Nov-20,6296.85,6382.1,6397.28,6293.21,1264312832
12-Nov-20,6382.1,6338.94,6382.1,6295.79,975946368
13-Nov-20,6338.94,6316.39,6338.97,6280.4,919451392
16-Nov-20,6316.39,6421.29,6463.51,6316.39,1245198464
17-Nov-20,6421.29,6365.33,6424.53,6308.99,1093030784
18-Nov-20,6365.33,6385.24,6395.91,6326.74,971871360
19-Nov-20,6385.24,6334.35,6385.24,6314.26,908797824
20-Nov-20,6334.35,6351.45,6386.7,6324.6,801996928
23-Nov-20,6351.45,6333.84,6392.08,6325.24,857653568
24-Nov-20,6333.84,6432.17,6432.42,6333.72,1275471232
25-Nov-20,6432.17,6391.09,6468.73,6375.25,1103134592
26-Nov-20,6391.09,6362.93,6412.65,6349.53,722860992
27-Nov-20,6362.93,6367.58,6375.91,6302.22,1424857984
30-Nov-20,6367.58,6266.19,6404.02,6266.19,1347709696
1-Dec-20,6266.19,6384.73,6400.24,6263.6,825868160
2-Dec-20,6384.73,6463.39,6468.64,6367.51,899022656
3-Dec-20,6463.39,6490.27,6491.49,6430.27,880327616
4-Dec-20,6490.27,6550.23,6559.18,6489.75,929453312
7-Dec-20,6550.23,6555.39,6601.11,6519.82,861841728
8-Dec-20,6555.39,6558.82,6567.59,6518.37,750523328
9-Dec-20,6558.82,6564.29,6623.03,6558.82,735093504
10-Dec-20,6564.29,6599.76,6640.74,6561.11,1019591552
11-Dec-20,6599.76,6546.75,6607.44,6520.54,1050302976
14-Dec-20,6546.75,6531.83,6583.7,6524.7,831478720
15-Dec-20,6531.83,6513.32,6558.24,6484.04,731011776
16-Dec-20,6513.32,6570.91,6598.42,6513.32,836023232
17-Dec-20,6570.91,6551.06,6601.63,6551.06,709557888
18-Dec-20,6551.06,6529.18,6604.54,6518.25,1142825728
21-Dec-20,6385.24,6416.32,6385.24,6314.26,1030678912
22-Dec-20,6416.32,6453.16,6457.47,6382.61,538914176
23-Dec-20,6453.16,6495.75,6497.28,6431.21,764342656
29-Dec-20,6502.11,6602.65,6676.6,6502.11,814770432
30-Dec-20,6602.65,6555.82,6622.98,6552.46,422209696
31-Dec-20,6555.82,6460.52,6622.98,6552.46,0
4-Jan-21,6460.52,6571.88,6662.66,6460.52,898340288
5-Jan-21,6571.88,6612.25,6622.77,6544.25,678608192
6-Jan-21,6612.25,6841.86,6859.14,6611.87,1131852928
7-Jan-21,6841.86,6856.96,6903.61,6795.11,819169024
8-Jan-21,6856.96,6873.26,6886.34,6836.08,775861056
11-Jan-21,6873.26,6798.48,6873.26,6768.72,588816512
12-Jan-21,6798.48,6754.11,6816.65,6743.23,628495936
13-Jan-21,6754.11,6745.52,6772.57,6736.01,590977024
14-Jan-21,6745.52,6801.96,6801.96,6736.78,569942656
15-Jan-21,6801.96,6735.71,6802.05,6676.55,691771584
18-Jan-21,6735.71,6720.65,6741.47,6709.33,352425376
19-Jan-21,6720.65,6712.95,6770.66,6697.67,609638208
20-Jan-21,6712.95,6740.39,6751.81,6697.46,582482112
21-Jan-21,6740.39,6715.42,6776.92,6715.42,591448512
22-Jan-21,6715.42,6695.07,6715.66,6651.71,636318592
25-Jan-21,6695.07,6638.85,6714.61,6610.26,727258432
26-Jan-21,6638.85,6654.01,6702.35,6636.34,635704576
27-Jan-21,6654.01,6567.37,6661.31,6505.84,967959488
28-Jan-21,6567.37,6526.15,6567.37,6439.55,845205696
29-Jan-21,6526.15,6407.46,6526.15,6397.24,815432192
1-Feb-21,6407.46,6466.42,6495.56,6407.46,592075328
2-Feb-21,6466.42,6516.65,6523.51,6466.42,704028416
3-Feb-21,6516.65,6507.82,6573.1,6489.51,697499776
4-Feb-21,6507.82,6503.72,6553.37,6478.15,856156864
5-Feb-21,6503.72,6489.33,6518.65,6457.6,958641472
8-Feb-21,6489.33,6523.53,6567.7,6489.33,767593792
9-Feb-21,6523.53,6531.56,6540.97,6501.02,530735936
10-Feb-21,6531.56,6524.36,6577,6481.02,632888960
11-Feb-21,6524.36,6528.72,6554.15,6514.92,538880576
12-Feb-21,6528.72,6589.79,6589.79,6485.13,480431104
15-Feb-21,6589.79,6756.11,6775.37,6589.79,787812864
16-Feb-21,6756.11,6748.86,6799.92,6736.85,761706432
17-Feb-21,6748.86,6710.9,6760.29,6701.59,704255296
18-Feb-21,6710.9,6617.15,6721.76,6591.43,815907584
19-Feb-21,6617.15,6624.02,6646.16,6600.59,848160128
22-Feb-21,6624.02,6612.24,6624.71,6545.93,730379840
23-Feb-21,6612.24,6625.94,6675.42,6555.88,1047851328
24-Feb-21,6625.94,6658.97,6669.86,6572.28,1073553600
25-Feb-21,6658.97,6651.96,6702.88,6644.68,844470464
26-Feb-21,6651.96,6483.43,6651.96,6465.57,1249522176
1-Mar-21,6483.43,6588.53,6612.74,6483.43,689287424
2-Mar-21,6588.53,6613.75,6660.82,6560.91,650800896
3-Mar-21,6613.75,6675.47,6705.3,6613.75,927111424
4-Mar-21,6675.47,6650.88,6675.47,6581.19,868515520
5-Mar-21,6650.88,6630.52,6710.8,6560.79,1007090688
8-Mar-21,6630.52,6719.13,6726.4,6612.74,945534528
9-Mar-21,6719.13,6730.34,6786.8,6689.9,920980288
10-Mar-21,6730.34,6725.6,6740.77,6677.02,657783552
11-Mar-21,6725.6,6736.96,6755.32,6699.34,696148928
12-Mar-21,6736.96,6761.47,6766.44,6709,688190272
15-Mar-21,6761.47,6749.7,6804.91,6723.67,654375872
16-Mar-21,6749.7,6803.61,6812.78,6749.64,833357888
17-Mar-21,6803.61,6762.67,6805.73,6753.82,827066112
18-Mar-21,6762.67,6779.68,6791.76,6740.53,809436992
19-Mar-21,6779.68,6708.71,6779.68,6664.56,1796648064
22-Mar-21,6708.71,6726.1,6732.67,6650.96,745159744
23-Mar-21,6726.1,6699.19,6726.1,6664.76,823862400
24-Mar-21,6699.19,6712.89,6722.61,6649.37,907715392
25-Mar-21,6712.89,6674.83,6729.92,6618.61,735497024
26-Mar-21,6674.83,6740.59,6742.14,6674.83,709894144
29-Mar-21,6740.59,6736.17,6758.78,6705.42,619836672
30-Mar-21,6736.17,6772.12,6792.23,6729.46,654363968
31-Mar-21,6772.12,6713.63,6775.67,6713.63,837940608
1-Apr-21,6713.63,6737.3,6766.52,6713.63,588526528
6-Apr-21,6737.3,6823.55,6843.73,6737.3,770131968
7-Apr-21,6823.55,6885.32,6898.38,6823.55,670639488
8-Apr-21,6885.32,6942.22,6942.22,6884.79,772997760
9-Apr-21,6942.22,6915.75,6949.56,6906.37,611091712
12-Apr-21,6915.75,6889.12,6916.08,6853.75,639363648
13-Apr-21,6889.12,6890.49,6895.13,6859.72,572405696
14-Apr-21,6890.49,6939.58,6942.33,6880.67,572698880
15-Apr-21,6939.58,6983.5,6994.9,6939.26,651282560
16-Apr-21,6983.5,7019.53,7037.65,6983.5,742477504
19-Apr-21,7019.53,7000.08,7040.26,6979.23,529712736
20-Apr-21,7000.08,6859.87,7001.27,6857.07,825253632
21-Apr-21,6859.87,6895.29,6914.88,6859.61,659737280
22-Apr-21,6895.29,6938.24,6941.11,6889.32,647000512
23-Apr-21,6938.24,6938.56,6938.56,6891.75,535215072
